Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R002060,Windmill Organic Wholefoods,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,162 Aigburth Road,Liverpool,Liverpool,L17 7BR,GB,,http://www.windmillorganic.co.uk,,,,,02542863,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02542863,Companies House,25/9/1990,"",Liverpool Green Co-operative Limited,Limited by Guarantee
R002064,AK Press,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,33 Tower Street,Edinburgh,City of Edinburgh,EH6 7BN,GB,,http://www.akuk.com,,,,,SC134601,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58110,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC134601,Companies House,21/10/1991,"",AKA Books Co-operative Ltd.,Limited by Guarantee
R002066,Account3,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"3 Birbeck Street
Bethnal Green",London,Tower Hamlets,E2 6JY,GB,,http://www.account3.org.uk,,,,,02669360,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85100,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02669360,Companies House,9/12/1991,"",Account3 ltd.,Limited by Guarantee
R002068,Edinburgh Bicycle Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,8 Alvanley Terrace,Edinburgh,City of Edinburgh,EH9 1DU,GB,,http://www.edinburghbicycle.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47000,Workers,Society,Registered Society,BFC,Scotland,Co-operative,Live,1932RS,FCA,6/1/1978,"",Edinburgh Bicycle Co-operative Limited,Co-operative Society
R002071,Magpie Recycling Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA230,,"Saunders Park View Depot
Lewes Road",Brighton,Brighton and Hove,BN2 4AY,GB,,http://www.magpie.coop,,,,,02682656,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Energy and Environment,Water Supply; Sewerage and Waste,38320,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02682656,Companies House,30/1/1992,"",Magpie Recycling Co-operative Limited,Limited by Guarantee
R009323,Caffi Florence,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Loggerheads Country Park
Ruthin Road",Mold,Denbighshire,CH7 5LH,GB,,http://www.caffiflorence.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56210,Workers,Society,Registered Society,BFC,Wales,Co-operative,Live,32281R,FCA,6/1/2014,"",Caffi Florence Limited,Co-operative Society
R005019,Cloudbase Paragliding,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"50 Rowan Way, Burghfield",Reading,West Berkshire,RG30 3SL,GB,,http://www.cloudbaseparagliding.com,,,,,06887967,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Sports and Recreation,"Arts, Entertainment and Recreation",93120,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,06887967,Companies House,27/4/2009,"",Cloudbase Paragliding Ltd,Limited by Guarantee
R005524,Bristol Plumbing Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA70,,73 Gloucester Street,Bristol,"Bristol, City of",BS5 6QF,GB,,http://www.bristol-plumbing.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Construction,43220,Workers,Society,Registered Society,BFC,England,Co-operative,Live,30993R,FCA,23/6/2010,"",Bristol Plumbing Co-operative Limited,Co-operative Society
R002080,Heat Treatment 2000,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,Brandon Way,West Bromwich,Sandwell,B70 9PQ,GB,,http://www.heattreat2000.co.uk,,,,,02714973,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,25610,Workers,Company,Limited by Shares,"",England,Co-operative,Live,02714973,Companies House,15/5/1992,"",Heat Treatment 2000 Limited,Limited by Shares
R006320,Co-ownership Solutions,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,8-10 South Street,Epsom,Surrey,KT18 7PF,GB,,http://www.coownershipsolutions.co.uk,,,,,OC363695,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,LLP,"","",England,Co-operative,Live,OC363695,Companies House,11/4/2011,"",Co-ownership Solutions LLP,""
R002083,Pa-Boom Phenomenal Fireworks,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"51 Deanhouse
Netherthong",Holmfirth,Kirklees,HD9 3UG,GB,,http://www.pa-boom.com,,,,,02722621,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02722621,Companies House,12/6/1992,"",Pa - Boom Phenomenal Fireworks Limited,Limited by Guarantee
R002085,Catalyst Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"2 Keighley Road
Keighley Road",Hebden Bridge,Calderdale,HX7 8LL,GB,,http://www.catalystcollective.org,,,,,02738104,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02738104,Companies House,6/8/1992,"",Catalyst Collective Limited,Limited by Guarantee
R002091,Goodsons,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA70,,"Artisans House
7 Queensbridge",Northampton,West Northamptonshire,NN4 7BH,GB,,http://goodsonselectrical.co.uk,,,,,02787781,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Construction,43210,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02787781,Companies House,8/2/1993,"",Goodsons Limited,Limited by Guarantee
R006790,Agile Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,21b Park End Street,Oxford,Oxfordshire,OX1 1HU,GB,,http://agile.coop,,,,,07889401,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Company,Limited by Shares,"",England,Co-operative,Live,07889401,Companies House,21/12/2011,"",Agile Collective Ltd,Limited by Shares
R006791,Principle Six,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,198 Old Ford Road,London,Tower Hamlets,E2 9PT,GB,,,,,,,OC371465,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,LLP,"","",England,Co-operative,Live,OC371465,Companies House,17/1/2012,"",Principle Six LLP,""
R006792,Green Shoots Day Nursery,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,7 Malam Gardens,London,Tower Hamlets,E14 0TR,GB,,http://www.greenshootsdaynursery.coop,,,,,07891964,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07891964,Companies House,23/12/2011,"",Green Shoots Day Nursery Ltd,Limited by Guarantee
R006793,Bristol Wood Recycling Project,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA230,,"Unit 4 William Street
St. Philips",Bristol,"Bristol, City of",BS2 0RG,GB,,http://www.bwrp.org.uk,,,,,05081319,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Energy and Environment,Water Supply; Sewerage and Waste,38110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,05081319,Companies House,23/3/2004,"",Bristol Wood Recycling Project,Limited by Guarantee
R003260,Affinity Woodland Workers Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Steward Community Woodland
Moretonhampstead",Newton Abbot,Devon,TQ13 8SD,GB,,http://www.stewardwood.org,,,,,03910698,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01500,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03910698,Companies House,20/1/2000,"",Affinity Woodland Workers Co-operative ltd,Limited by Guarantee
R003261,Growing Heart,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Hen Parcau Farm
Bwlchygroes",Boncath,Pembrokeshire,SA37 0JY,GB,,http://www.growingheart.co.uk,,,,,03176209,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01130,Workers,Company,Limited by Guarantee,"",Wales,Co-operative,Live,03176209,Companies House,21/3/1996,"",Calon yn Tyfu Cyfyngedig,Limited by Guarantee
R003263,Gaia (Leamington Spa),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,7 Regent Place,Leamington Spa,Warwickshire,CV31 1EH,GB,,http://www.gaia.coop,,,,,03440258,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03440258,Companies House,26/9/1997,"",Gaia (Leamington Spa) Limited,Limited by Guarantee
R005255,Hopscotch Tuel Lane,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,1 Industrial Road,Sowerby Bridge,Calderdale,HX6 2RB,GB,,http://www.facebook.com/pg/hopscotchtuellane,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Society,Registered Society,BFC,England,Co-operative,Live,29799R,FCA,16/8/2004,"",Hopscotch Tuel Lane Limited,Co-operative Society
R008593,Labour Behind the Label,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"The Old Co-Op 38-42 Chelsea Road
Easton",Bristol,"Bristol, City of",BS5 6AF,GB,,http://www.labourbehindthelabel.org,,,,,04173634,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Membership associations, social clubs and trade unions",Other Service Activities,94990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,04173634,Companies House,6/3/2001,"",Labour Behind the Label,Limited by Guarantee
R009337,First Call Cymru,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"19 Cloda Avenue
Bryncoch",Neath Port Talbot,Neath Port Talbot,SA10 7FH,GB,,https://www.facebook.com/firstcallcoop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,Administrative and Support Services,81229,Workers,Society,Registered Society,BFC,Wales,Co-operative,Live,32307R,FCA,12/2/2014,"",First Call Cymru Co-operative Limited,Co-operative Society
R009338,Norwich Bicycle Repair Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,20 Savery Close,Norwich,Norfolk,NR5 8NJ,GB,,http://www.norwichbicyclerepaircoop.co.uk,,,,,08789116,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Other Service Activities,95290,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,08789116,Companies House,25/11/2013,"",Norwich Bicycle Repair Co-operative Ltd,Limited by Guarantee
R009339,Source Point Community Health,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,Willingstone Farm,Moretonhampstead,Devon,TQ13 8PY,GB,,http://www.sourcepoint.org.uk,,,,,08833026,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86900,Workers,Community Interest Company,Limited by Guarantee,"",England,Co-operative,Live,08833026,Companies House,6/1/2014,"",Source Point Community Health C.I.C.,Limited by Guarantee
R002102,Waste Chasers,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA230,,"Unit 2
124 Dockfield Road",Shipley,Bradford,BD17 7AR,GB,,http://www.wastechasers.co.uk,,,,,02440774,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Energy and Environment,Water Supply; Sewerage and Waste,38110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02440774,Companies House,7/11/1989,"",Bradford Waste Chasers ltd.,Limited by Guarantee
R005020,Cloudbase Trading,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"50 Rowan Way, Burghfield",Reading,West Berkshire,RG30 3SL,GB,,http://www.cloudbaseparagliding.com,,,,,06888016,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Sports and Recreation,"Arts, Entertainment and Recreation",93120,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,06888016,Companies House,27/4/2009,"",Cloudbase Trading Ltd,Limited by Guarantee
R002104,Talking Birds,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Eaton House
1 Eaton Road",Coventry,Coventry,CV1 2FJ,GB,,http://www.talkingbirds.co.uk,,,,,02823420,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90010,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02823420,Companies House,2/6/1993,"",Talking Birds Theatre Company Limited,Limited by Guarantee
R002111,Dulas,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Unit 1
Dyfi Eco Park",Machynlleth,Powys,SY20 8AX,GB,,http://www.dulas.org.uk/,,,,,01629011,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"",74909,Workers,Company,Limited by Shares,"",Wales,Co-operative,Live,01629011,Companies House,15/4/1982,"",Dulas Ltd,Limited by Shares
R002114,Essential Trading,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Unit 3
Lodge Causeway Trading Estate
Fishponds",Bristol,"Bristol, City of",BS16 3JB,GB,,http://www.essential-trading.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47200,Workers,Society,Registered Society,BFC,England,Co-operative,Live,23234R,FCA,10/4/1981,"",Essential Trading Co-operative Limited,Co-operative Society
R002117,Persuaders Multimedia Design,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Loxley House
11 Swan Road",Lichfield,Staffordshire,WS13 6QZ,GB,,http://www.persuaders.co.uk,,,,,02891338,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Company,Limited by Shares,"",England,Co-operative,Live,02891338,Companies House,25/1/1994,"",Persuaders Multimedia Design Ltd,Limited by Shares
R002099,South Court Environmental,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,34 Bostock Avenue,Northampton,West Northamptonshire,NN1 4LW,GB,,http://www.scenorthampton.org.uk,,,,,02821286,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Membership associations, social clubs and trade unions",Other Service Activities,94990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02821286,Companies House,25/5/1993,"",South Court Environmental Limited,Limited by Guarantee
